income_status,development_status,parent,continent,location,iso_code,date,population,first_dose,last_dose,booster_dose,partially_vaccinated,total_vaccinations,total_vaccinations_per_million,partially_vaccinated_per_million,fully_vaccinated_per_million,first_dose_per_million,last_dose_per_million,booster_dose_per_million
Middle income,Developing,world,South America,Ecuador,ECU,2021-06,17888475,2886158,1423570,0,1462588,4309728,240922.0462,81761.46933,79580.28843,161341.7578,79580.28843,0
Middle income,Developing,world,South America,Ecuador,ECU,2021-07,17888475,9330468,2407772,0,6922696,11738240,656190.0889,386991.9599,134599.0645,521591.0244,134599.0645,0
Middle income,Developing,world,South America,Ecuador,ECU,2021-08,17888475,10308837,8463348,0,1845489,18772185,1049401.081,103166.3683,473117.3563,576283.7246,473117.3563,0
Middle income,Developing,world,South America,Ecuador,ECU,2021-09,17888475,11012777,9926376,0,1086401,20939153,1170538.741,60731.89582,554903.4225,615635.3183,554903.4225,0
Middle income,Developing,world,South America,Ecuador,ECU,2021-10,17888475,12270375,10374613,59191,1895762,22704179,1269207.073,105976.7252,579960.7289,685937.4541,579960.7289,3308.890221
Middle income,Developing,world,South America,Ecuador,ECU,2021-12,17888475,13748431,12689926,1130036,1058505,27568393,1541125.948,59172.45601,709391.1583,768563.6143,709391.1583,63171.17585
Middle income,Developing,world,South America,Ecuador,ECU,2022-01,18113361,14115509,13306352,2606196,809157,30028057,1657784.936,44671.83092,734615.2931,779287.124,734615.2931,143882.5185
Middle income,Developing,world,South America,Ecuador,ECU,2022-02,18113361,14347364,13575211,4205632,772153,32128207,1773729.735,42628.91906,749458.4246,792087.3437,749458.4246,232183.9663
Middle income,Developing,world,South America,Ecuador,ECU,2022-04,18113361,14568517,13915784,5877474,652733,34361775,1897040.257,36035.99575,768260.7331,804296.7288,768260.7331,324482.7948
Middle income,Developing,world,Africa,Egypt,EGY,2022-01,106156692,38312663,27165187,601847,11147476,66079697,622473.2116,105009.6399,255897.0752,360906.7151,255897.0752,5669.421199
Middle income,Developing,world,Africa,Egypt,EGY,2022-03,106156692,45120240,32207635,1982127,12912605,79310002,747103.1784,121637.2209,303397.1236,425034.3445,303397.1236,18671.71031
Middle income,Developing,world,Africa,Egypt,EGY,2022-04,106156692,46391282,34431166,2626381,11960116,83448829,786091.0832,112664.739,324342.8686,437007.6076,324342.8686,24740.60703
Middle income,Developing,world,Africa,Egypt,EGY,2022-05,106156692,47851408,35333851,3589217,12517557,86774476,817418.802,117915.854,332846.1949,450762.049,332846.1949,33810.55808
Middle income,Developing,world,North America,El Salvador,SLV,2021-05,6518499,300704,702805,0,-402101,1003509,153947.8644,-61686.13357,107816.999,46130.8654,107816.999,0
Middle income,Developing,world,North America,El Salvador,SLV,2021-03,6518499,784321,60162,0,724159,844483,129551.7572,111092.9065,9229.425363,120322.3319,9229.425363,0
Middle income,Developing,world,North America,El Salvador,SLV,2021-04,6518499,828417,83415,0,745002,911832,139883.737,114290.4218,12796.65764,127087.0794,12796.65764,0
Middle income,Developing,world,North America,El Salvador,SLV,2021-06,6518499,1707679,1150606,0,557073,2858285,438488.2164,85460.3184,176513.949,261974.2674,176513.949,0
Middle income,Developing,world,North America,El Salvador,SLV,2021-07,6518499,2995649,1410392,0,1585257,4406041,675928.7683,243193.5634,216367.6024,459561.1658,216367.6024,0
Middle income,Developing,world,North America,El Salvador,SLV,2021-08,6518499,3572495,2855090,0,717405,6427585,986052.9241,110056.7784,437998.0729,548054.8513,437998.0729,0
Middle income,Developing,world,North America,El Salvador,SLV,2021-09,6518499,4106004,3523530,118046,582474,7747580,1188552.763,89357.07438,540543.1526,629900.227,540543.1526,18109.38377
Middle income,Developing,world,North America,El Salvador,SLV,2021-10,6518499,4395778,4073941,682584,321837,9152303,1404050.687,49372.86943,624981.4566,674354.326,624981.4566,104714.9045
Middle income,Developing,world,North America,El Salvador,SLV,2021-11,6518499,4395778,4073941,682584,321837,9152303,1404050.687,49372.86943,624981.4566,674354.326,624981.4566,104714.9045
Middle income,Developing,world,North America,El Salvador,SLV,2022-01,6550389,4510782,4233885,1242912,276897,9987579,1524730.669,42271.84065,646356.2698,688628.1105,646356.2698,189746.2884
Middle income,Developing,world,North America,El Salvador,SLV,2022-02,6550389,4542520,4278681,1386969,263839,10208170,1558406.684,40278.37125,653194.9477,693473.3189,653194.9477,211738.4174
Middle income,Developing,world,North America,El Salvador,SLV,2022-03,6550389,4563111,4301445,1533643,261666,10398199,1587417.022,39946.63523,656670.1611,696616.7963,656670.1611,234130.0646
Middle income,Developing,world,Africa,Equatorial Guinea,GNQ,2021-04,1449896,64646,10872,0,53774,75518,52085.11507,37088.17736,7498.468856,44586.64621,7498.468856,0
Middle income,Developing,world,Africa,Equatorial Guinea,GNQ,2021-05,1449896,148079,71598,0,76481,219677,151512.2464,52749.30064,49381.47288,102130.7735,49381.47288,0
Middle income,Developing,world,Africa,Equatorial Guinea,GNQ,2021-06,1449896,153679,116302,0,37377,269981,186207.1487,25779.09036,80214.02914,105993.1195,80214.02914,0
Middle income,Developing,world,Africa,Equatorial Guinea,GNQ,2021-07,1449896,179210,127055,0,52155,306265,211232.3918,35971.54555,87630.42315,123601.9687,87630.42315,0
Middle income,Developing,world,Africa,Equatorial Guinea,GNQ,2021-08,1449896,205925,158126,0,47799,364051,251087.6642,32967.19213,109060.236,142027.4282,109060.236,0
Middle income,Developing,world,Africa,Equatorial Guinea,GNQ,2021-09,1449896,229448,167635,0,61813,397083,273869.9879,42632.71297,115618.6375,158251.3504,115618.6375,0
Middle income,Developing,world,Africa,Equatorial Guinea,GNQ,2021-10,1449896,243885,192594,0,51291,436479,301041.5919,35375.64074,132832.9756,168208.6163,132832.9756,0
Middle income,Developing,world,Africa,Equatorial Guinea,GNQ,2021-11,1449896,247933,198691,0,49242,446624,308038.6455,33962.43593,137038.1048,171000.5407,137038.1048,0
Middle income,Developing,world,Africa,Equatorial Guinea,GNQ,2022-01,1496662,249215,203357,0,45858,452572,302387.5798,30640.18462,135873.6976,166513.8822,135873.6976,0
Middle income,Developing,world,Africa,Equatorial Guinea,GNQ,2021-12,1449896,249215,203357,0,45858,452572,312141.0087,31628.47542,140256.2667,171884.7421,140256.2667,0
Middle income,Developing,world,Africa,Equatorial Guinea,GNQ,2022-03,1496662,259685,206288,0,53397,465973,311341.5053,35677.39409,137832.0556,173509.4497,137832.0556,0
Middle income,Developing,world,Africa,Equatorial Guinea,GNQ,2022-04,1496662,262703,206288,2403,56415,471394,314963.5656,37693.88145,137832.0556,175525.9371,137832.0556,1605.572935
Middle income,Developing,world,Africa,Equatorial Guinea,GNQ,2022-05,1496662,265505,206762,3044,58743,475311,317580.723,39249.34287,138148.7604,177398.1032,138148.7604,2033.859348
Middle income,Developing,world,Africa,Equatorial Guinea,GNQ,2022-06,1496662,267610,208104,3862,59506,479576,320430.3978,39759.14402,139045.4224,178804.5664,139045.4224,2580.408937
High income,Developed economy,world,Europe,Estonia,EST,2021-02,1325185,90952,53431,115187,37521,259570,195874.5383,28313.7826,40319.65348,68633.43609,40319.65348,86921.4487
High income,Developed economy,world,Europe,Estonia,EST,2021-03,1325185,238310,93799,120492,144511,452601,341537.9739,109049.6799,70781.81537,179831.4952,70781.81537,90924.66335
High income,Developed economy,world,Europe,Estonia,EST,2021-04,1325185,349613,153863,122706,195750,626182,472524.2136,147715.2247,116106.8077,263822.0324,116106.8077,92595.37348
High income,Developed economy,world,Europe,Estonia,EST,2021-05,1325185,505409,314814,126562,190595,946785,714454.9629,143825.2018,237562.3026,381387.5044,237562.3026,95505.15588
High income,Developed economy,world,Europe,Estonia,EST,2021-06,1325185,570442,481263,129404,89179,1181109,891278.5762,67295.50968,363166.6522,430462.1619,363166.6522,97649.76211
High income,Developed economy,world,Europe,Estonia,EST,2021-07,1325185,642674,584811,131999,57863,1359484,1025882.424,43664.09218,441305.1763,484969.2684,441305.1763,99607.97926
High income,Developed economy,world,Europe,Estonia,EST,2021-08,1325185,732080,667897,137336,64183,1537313,1160074.254,48433.23762,504002.8373,552436.075,504002.8373,103635.3415
High income,Developed economy,world,Europe,Estonia,EST,2021-09,1325185,758180,737372,143018,20808,1638570,1236483.963,15701.95859,556429.4797,572131.4383,556429.4797,107923.0447
High income,Developed economy,world,Europe,Estonia,EST,2022-02,1321910,786725,782902,430636,3823,2000263,1513161.259,2892.027445,592250.6071,595142.6345,592250.6071,325768.0175
High income,Developed economy,world,Europe,Estonia,EST,2022-03,1321910,787526,784209,441900,3317,2013635,1523276.925,2509.247982,593239.3279,595748.5759,593239.3279,334289.0212
High income,Developed economy,world,Europe,Estonia,EST,2022-04,1321910,788053,784952,449414,3101,2022419,1529921.855,2345.848053,593801.3934,596147.2415,593801.3934,339973.2206
High income,Developed economy,world,Europe,Estonia,EST,2022-05,1321910,788437,785491,454650,2946,2028578,1534581.023,2228.593475,594209.1368,596437.7303,594209.1368,343934.1559
High income,Developed economy,world,Europe,Estonia,EST,2021-10,1325185,792747,777441,186885,15306,1757073,1325907.703,11550.08546,586666.0127,598216.0981,586666.0127,141025.5927
High income,Developed economy,world,Europe,Estonia,EST,2021-11,1325185,826275,809417,337256,16858,1972948,1488809.487,12721.24269,610795.4738,623516.7165,610795.4738,254497.2966
High income,Developed economy,world,Europe,Estonia,EST,2021-12,1325185,833531,719224,0,114307,1552755,1171726.966,86257.39048,542734.788,628992.1785,542734.788,0
High income,Developed economy,world,Europe,Estonia,EST,2022-01,1321910,834870,827407,413087,7463,2075364,1569973.75,5645.618839,625917.8008,631563.4196,625917.8008,312492.5297
Middle income,Developing,world,Africa,Eswatini,SWZ,2021-03,1172362,31848,0,0,31848,31848,27165.67067,27165.67067,0,27165.67067,0,0
Middle income,Developing,world,Africa,Eswatini,SWZ,2021-04,1172362,34897,0,0,34897,34897,29766.40321,29766.40321,0,29766.40321,0,0
Middle income,Developing,world,Africa,Eswatini,SWZ,2021-05,1172362,34897,0,0,34897,34897,29766.40321,29766.40321,0,29766.40321,0,0
Middle income,Developing,world,Africa,Eswatini,SWZ,2021-06,1172362,37601,17531,0,20070,55132,47026.4304,17119.28568,14953.57236,32072.85804,14953.57236,0
Middle income,Developing,world,Africa,Eswatini,SWZ,2021-07,1172362,77468,27822,0,49646,105290,89810.14397,42346.98839,23731.57779,66078.56618,23731.57779,0
Middle income,Developing,world,Africa,Eswatini,SWZ,2021-08,1172362,170605,162521,0,8084,333126,284149.4351,6895.481089,138626.977,145522.4581,138626.977,0
Middle income,Developing,world,Africa,Eswatini,SWZ,2021-09,1172362,217770,210684,0,7086,428454,365462.2037,6044.208188,179708.9977,185753.2059,179708.9977,0
Middle income,Developing,world,Africa,Eswatini,SWZ,2021-10,1172362,248590,240107,0,8483,488697,416848.209,7235.819653,204806.1947,212042.0143,204806.1947,0
Middle income,Developing,world,Africa,Eswatini,SWZ,2021-11,1172362,322344,272413,0,49931,594757,507315.1467,42590.08736,232362.5297,274952.617,232362.5297,0
Middle income,Developing,world,Africa,Eswatini,SWZ,2022-01,1184817,374633,334851,38898,39782,748382,631643.5365,33576.49325,282618.3284,316194.8216,282618.3284,32830.38646
Middle income,Developing,world,Africa,Eswatini,SWZ,2022-02,1184817,382362,316531,67629,65831,766522,646953.9178,55562.16698,267156.0249,322718.1919,267156.0249,57079.70092
Middle income,Developing,world,Africa,Eswatini,SWZ,2022-05,1184817,387468,336066,66331,51402,789865,666655.6945,43383.91498,283643.8032,327027.7182,283643.8032,55984.17308
Middle income,Developing,world,Africa,Eswatini,SWZ,2022-06,1184817,387468,336066,66331,51402,789865,666655.6945,43383.91498,283643.8032,327027.7182,283643.8032,55984.17308
Middle income,Developing,world,Africa,Eswatini,SWZ,2022-03,1184817,387509,336066,0,51443,723575,610706.1259,43418.51948,283643.8032,327062.3227,283643.8032,0
Middle income,Developing,world,Africa,Eswatini,SWZ,2021-12,1172362,404374,302775,26188,101599,733337,625520.9568,86661.799,258260.6738,344922.4728,258260.6738,22337.81034
Middle income,Developing,world,Africa,Eswatini,SWZ,2022-04,1184817,415843,334566,0,81277,750409,633354.3492,68598.77939,282377.7849,350976.5643,282377.7849,0
Low income,Least developed,world,Africa,Ethiopia,ETH,2021-03,117876227,1436655,0,0,1436655,1436655,12187.82647,12187.82647,0,12187.82647,0,0
Low income,Least developed,world,Africa,Ethiopia,ETH,2021-04,117876227,1460021,0,0,1460021,1460021,12386.05135,12386.05135,0,12386.05135,0,0
Low income,Least developed,world,Africa,Ethiopia,ETH,2021-05,117876227,1838231,0,0,1838231,1838231,15594.58635,15594.58635,0,15594.58635,0,0
Low income,Least developed,world,Africa,Ethiopia,ETH,2021-06,117876227,2006211,41540,0,1964671,2047751,17372.04398,16667.2369,352.4035427,17019.64044,352.4035427,0
Low income,Least developed,world,Africa,Ethiopia,ETH,2021-07,117876227,2022933,227960,0,1794973,2250893,19095.39402,15227.60819,1933.892913,17161.50111,1933.892913,0
Low income,Least developed,world,Africa,Ethiopia,ETH,2021-08,117876227,2041602,752888,0,1288714,2794490,23706.98546,10932.77273,6387.106367,17319.8791,6387.106367,0
Low income,Least developed,world,Africa,Ethiopia,ETH,2021-09,117876227,2047358,1737718,0,309640,3785076,32110.59682,2626.823134,14741.88684,17368.70998,14741.88684,0
Low income,Least developed,world,Africa,Ethiopia,ETH,2021-10,117876227,4774947,2467181,0,2307766,7242128,61438.41031,19577.87468,20930.26781,40508.14249,20930.26781,0
Low income,Least developed,world,Africa,Ethiopia,ETH,2022-01,120812698,6937777,4033094,0,2904683,10970871,90808.92308,24042.86179,33383.03065,57425.89243,33383.03065,0
Low income,Least developed,world,Africa,Ethiopia,ETH,2021-11,117876227,10914333,3987163,0,6927170,14901496,126416.4656,58766.47206,33824.99679,92591.46885,33824.99679,0
Low income,Least developed,world,Africa,Ethiopia,ETH,2021-12,117876227,10973077,4033094,2206,6939983,15008377,127323.1879,58875.17082,34214.65127,93089.82209,34214.65127,18.71454538
Low income,Least developed,world,Africa,Ethiopia,ETH,2022-03,120812698,24486746,20958931,0,3527815,45445677,376166.3944,29200.6971,173482.8486,202683.5457,173482.8486,0
Low income,Least developed,world,Africa,Ethiopia,ETH,2022-02,120812698,24515340,21036353,346273,3478987,45897966,379910.1151,28796.53428,174123.6919,202920.2262,174123.6919,2866.197062
Low income,Least developed,world,Africa,Ethiopia,ETH,2022-04,120812698,24769870,21291403,346411,3478467,46407684,384129.1915,28792.2301,176234.811,205027.0411,176234.811,2867.339326
Low income,Least developed,world,Africa,Ethiopia,ETH,2022-05,120812698,24770491,21292024,346411,3478467,46408926,384139.4718,28792.2301,176239.9512,205032.1813,176239.9512,2867.339326
Low income,Least developed,world,Africa,Ethiopia,ETH,2022-06,120812698,29380780,25902313,562630,3478467,55845723,462250.4416,28792.2301,214400.584,243192.8141,214400.584,4657.043583
Middle income,Developing,world,Oceania,Fiji,FJI,2021-03,902906,6278,0,0,6278,6278,6953.104753,6953.104753,0,6953.104753,0,0
Middle income,Developing,world,Oceania,Fiji,FJI,2021-04,902906,6278,0,0,6278,6278,6953.104753,6953.104753,0,6953.104753,0,0
Middle income,Developing,world,Oceania,Fiji,FJI,2021-05,902906,65419,0,0,65419,65419,72453.8324,72453.8324,0,72453.8324,0,0
Middle income,Developing,world,Oceania,Fiji,FJI,2021-06,902906,272354,38031,0,234323,310385,343762.2521,259520.9247,42120.66372,301641.5884,42120.66372,0
Middle income,Developing,world,Oceania,Fiji,FJI,2021-07,902906,482175,140184,0,341991,622359,689284.3773,378767.0034,155258.687,534025.6904,155258.687,0
Middle income,Developing,world,Oceania,Fiji,FJI,2021-08,902906,558414,263243,0,295171,821657,910013.8885,326912.2146,291550.837,618463.0515,291550.837,0
Middle income,Developing,world,Oceania,Fiji,FJI,2021-09,902906,608877,425120,0,183757,1033997,1145187.871,203517.3097,470835.2807,674352.5904,470835.2807,0
Middle income,Developing,world,Oceania,Fiji,FJI,2021-10,902906,628246,557996,0,70250,1186242,1313804.538,77804.33401,618000.1019,695804.4359,618000.1019,0
Middle income,Developing,world,Oceania,Fiji,FJI,2021-11,902906,651320,585788,0,65532,1237108,1370140.413,72578.98386,648780.7147,721359.6986,648780.7147,0
Middle income,Developing,world,Oceania,Fiji,FJI,2021-12,902906,662199,607771,0,54428,1269970,1406536.229,60280.91518,673127.6567,733408.5719,673127.6567,0
Middle income,Developing,world,Oceania,Fiji,FJI,2022-01,909466,664978,614188,0,50790,1279166,1406502.277,55845.95796,675328.1596,731174.1176,675328.1596,0
Middle income,Developing,world,Oceania,Fiji,FJI,2022-02,909466,667948,620415,0,47533,1288363,1416614.805,52264.73557,682175.0346,734439.7702,682175.0346,0
Middle income,Developing,world,Oceania,Fiji,FJI,2022-03,909466,680353,627110,0,53243,1307463,1437616.14,58543.1451,689536.4972,748079.6423,689536.4972,0
